Interaction ID,User ID,Product ID,Interaction Type,Interaction Timestamp
110,6,740863419,Viewed,2023-03-12 22:50:51
111,6,415,Purchased,2023-03-16 08:27:43
112,6,19289886,Purchased,2023-02-24 08:20:55
113,6,2709352,Purchased,2023-05-05 15:58:42
114,6,19289886,Viewed,2023-04-09 10:09:43
115,6,2709352,Viewed,2023-06-13 04:32:52
116,6,69,Purchased,2023-06-22 21:59:43
117,6,23030,Purchased,2023-05-05 06:36:38
118,6,19289886,Purchased,2023-04-07 01:41:48
119,7,1074,Viewed,2023-05-24 22:06:03
120,7,36732061,Viewed,2023-03-12 04:13:58
121,7,415,Purchased,2023-04-06 16:52:09
122,7,37337808,Viewed,2023-05-17 19:48:07
123,7,62,Viewed,2023-05-12 20:47:34
124,7,77150,Viewed,2023-05-17 19:01:10
125,7,8622459,Viewed,2023-07-03 02:50:26
126,7,281,Added to Cart,2023-04-20 04:16:58
127,7,9272,Added to Cart,2023-05-31 15:45:59
128,7,24522662,Added to Cart,2023-03-11 14:24:44
129,7,322,Purchased,2023-07-10 11:00:59
130,7,4336456,Purchased,2023-06-24 02:32:19
131,7,6640,Viewed,2023-06-03 07:16:14
132,7,24522662,Purchased,2023-03-20 01:49:55
133,7,42051164,Added to Cart,2023-04-25 03:25:39
134,7,2,Viewed,2023-03-26 08:25:03
135,7,75,Purchased,2023-03-24 08:22:17
136,7,7371222,Added to Cart,2023-05-31 08:16:53
137,7,2,Added to Cart,2023-04-18 11:16:20
138,7,231,Purchased,2023-07-06 23:15:28
139,7,51914,Viewed,2023-03-09 19:45:05
140,7,66910118,Viewed,2023-01-01 00:57:40
141,7,51914,Viewed,2023-06-24 23:12:58
142,7,62,Purchased,2023-02-04 03:11:24
143,7,37337808,Added to Cart,2023-04-16 20:42:10
144,7,871989,Viewed,2023-05-17 03:25:33
145,7,36732061,Viewed,2023-05-08 14:26:46
146,7,458806286,Purchased,2023-03-11 17:46:25
147,7,37337808,Purchased,2023-01-01 23:53:41
148,7,7002,Added to Cart,2023-04-26 06:42:12
149,7,1074,Viewed,2023-02-26 04:55:46
150,7,62,Viewed,2023-01-15 08:21:11
151,7,36732061,Purchased,2023-03-16 17:31:07
152,7,9799,Viewed,2023-04-04 14:26:59
153,7,5147644,Viewed,2023-08-10 23:53:29
154,7,7002,Viewed,2023-04-11 03:40:16
155,7,707819,Viewed,2023-03-10 21:02:19
156,7,178366,Added to Cart,2023-08-02 04:11:49
157,8,2,Viewed,2023-04-21 07:07:01
158,8,69,Viewed,2023-08-10 18:49:04
159,8,740863419,Purchased,2023-03-04 05:22:50
160,8,2709352,Purchased,2023-02-19 17:53:20
161,8,871989,Added to Cart,2023-05-01 12:27:32
162,8,9197,Viewed,2023-07-08 20:50:49
163,8,3962017,Viewed,2023-06-14 07:53:30
164,8,72440,Purchased,2023-06-03 13:59:31
165,8,9197,Added to Cart,2023-05-15 23:53:59
166,8,281,Purchased,2023-07-17 18:48:51
167,8,69,Viewed,2023-06-30 23:22:06
168,8,415,Added to Cart,2023-03-15 02:58:47
169,8,23030,Viewed,2023-04-09 15:03:15
170,8,871989,Purchased,2023-02-18 08:22:46
171,8,21752050,Viewed,2023-02-04 08:53:39
172,8,69,Added to Cart,2023-06-06 03:17:23
173,8,19289886,Viewed,2023-02-24 01:50:03
174,9,186936,Added to Cart,2023-07-13 15:06:37
175,9,3,Viewed,2023-04-29 16:46:39
176,9,53736816,Viewed,2023-04-04 19:14:32
177,9,6821,Purchased,2023-02-05 18:15:11
178,9,9985,Viewed,2023-03-22 12:59:54
179,9,5,Viewed,2023-07-09 03:05:22
180,9,7002,Purchased,2023-04-15 05:58:38
181,9,6821,Viewed,2023-07-27 12:13:36
182,9,543036164,Added to Cart,2023-01-10 11:53:37
183,9,6821,Purchased,2023-02-27 19:01:05
184,9,1,Purchased,2023-03-28 09:49:43
185,9,44,Purchased,2023-02-11 03:35:46
186,9,78,Added to Cart,2023-01-04 21:36:58
187,9,63414366,Viewed,2023-06-14 08:54:39
188,9,7002,Added to Cart,2023-07-24 05:08:48
189,9,2317678,Viewed,2023-08-17 17:26:21
190,9,9272,Added to Cart,2023-02-04 09:49:20
191,9,5147644,Added to Cart,2023-08-11 22:02:22
192,9,178366,Viewed,2023-04-29 10:17:57
193,9,6802,Added to Cart,2023-05-29 19:47:45
194,9,186936,Purchased,2023-02-14 08:14:55
195,9,42051164,Viewed,2023-05-19 09:51:25
196,9,36732061,Viewed,2023-05-08 20:42:05
197,9,3,Added to Cart,2023-06-01 22:12:20
198,9,9886250,Viewed,2023-03-18 07:23:55
199,9,152,Viewed,2023-05-08 01:59:58
200,9,45,Added to Cart,2023-04-30 22:33:29
201,9,322,Purchased,2023-06-05 10:24:34
202,9,3962017,Added to Cart,2023-07-24 10:49:06
203,9,6821,Viewed,2023-06-11 20:09:06
204,9,51914,Viewed,2023-07-06 00:43:06
205,9,8622459,Viewed,2023-04-19 05:27:58
206,9,6,Viewed,2023-06-24 20:48:55
207,9,496452,Added to Cart,2023-05-30 22:09:36
208,9,1,Added to Cart,2023-08-11 11:50:04
209,9,7371222,Added to Cart,2023-06-02 12:11:50
210,9,3962017,Viewed,2023-05-03 12:29:49
211,9,60,Purchased,2023-01-20 05:02:46
212,9,7371222,Viewed,2023-02-06 05:42:16
213,9,2709352,Added to Cart,2023-02-13 11:33:33
214,9,66834336,Purchased,2023-05-03 06:31:28
215,9,53736816,Purchased,2023-01-27 18:07:07
216,9,4,Viewed,2023-02-23 14:43:50
217,9,12867543,Viewed,2023-02-18 08:02:06
218,9,65,Viewed,2023-03-30 05:41:50
219,10,66910118,Purchased,2023-05-28 06:00:14
220,10,1074,Viewed,2023-01-15 09:17:09
221,10,111961,Added to Cart,2023-06-07 16:02:10
222,10,8399,Added to Cart,2023-08-10 04:33:53
223,10,281,Viewed,2023-03-20 14:38:04
224,10,45,Viewed,2023-03-16 21:30:46
225,10,7371222,Viewed,2023-03-19 17:17:22
226,10,3,Viewed,2023-04-15 23:03:19
227,10,66834336,Viewed,2023-07-28 13:05:01
228,10,4976523,Viewed,2023-02-01 04:47:12
229,10,322,Added to Cart,2023-06-24 04:15:40
230,10,216668,Viewed,2023-02-09 01:08:42
231,10,66834336,Viewed,2023-02-28 15:38:27
232,10,78,Purchased,2023-03-17 05:49:27
233,10,3016004,Viewed,2023-05-26 02:42:58
234,10,184290581,Purchased,2023-03-25 03:26:10
235,10,66834336,Viewed,2023-07-22 19:06:12
236,10,53736816,Viewed,2023-07-25 16:33:31
237,10,63414366,Viewed,2023-02-07 11:52:07
238,10,2317678,Purchased,2023-02-27 09:25:12
239,10,36732061,Added to Cart,2023-01-19 08:28:09
240,10,874769783,Purchased,2023-08-03 23:15:00
241,10,9886250,Added to Cart,2023-07-01 02:23:59
242,10,9985,Added to Cart,2023-07-31 14:21:13
243,10,7002,Added to Cart,2023-07-03 15:19:27
244,10,496452,Purchased,2023-04-20 12:19:23
245,10,3962017,Viewed,2023-07-18 16:28:45
246,10,66910118,Added to Cart,2023-07-14 01:34:11
247,10,281,Added to Cart,2023-01-08 19:49:34
248,10,5147644,Added to Cart,2023-05-29 16:02:17
249,10,516304687,Viewed,2023-02-09 02:34:20
250,10,216668,Viewed,2023-01-14 15:33:00
251,10,9985,Added to Cart,2023-03-04 12:48:49
252,10,66834336,Purchased,2023-06-22 16:32:17
253,10,57123448,Viewed,2023-01-11 20:27:33
254,10,186936,Added to Cart,2023-06-18 23:27:50
255,10,231,Viewed,2023-01-17 14:53:27
256,10,152,Purchased,2023-01-29 15:42:22
257,10,1,Purchased,2023-03-12 11:29:03
258,11,72440,Purchased,2023-07-24 14:30:41
259,11,970,Added to Cart,2023-02-09 04:54:58
260,11,4976523,Purchased,2023-02-15 13:42:07
261,11,111961,Purchased,2023-08-15 18:23:31
262,11,1585832,Added to Cart,2023-01-18 15:39:05
263,11,23030,Added to Cart,2023-04-21 05:53:21
264,11,10,Added to Cart,2023-05-18 06:40:50
265,11,8399,Added to Cart,2023-03-28 01:04:21
266,11,62,Viewed,2023-05-31 05:32:33
267,11,0,Added to Cart,2023-01-07 23:24:30
268,11,871989,Viewed,2023-04-17 18:46:24
269,11,35712313,Purchased,2023-07-07 01:33:28
270,11,77150,Viewed,2023-02-27 03:41:48
271,11,75,Viewed,2023-05-14 00:59:28
272,11,23030,Viewed,2023-06-11 08:20:27
273,11,152,Viewed,2023-03-30 02:08:16
274,11,3962017,Viewed,2023-01-17 10:53:22
275,11,23030,Viewed,2023-07-11 23:26:22
276,11,62,Purchased,2023-06-23 06:44:32
277,11,184290581,Purchased,2023-02-13 22:15:18
278,11,39409477,Viewed,2023-05-03 10:37:39
279,11,4636603,Added to Cart,2023-08-12 02:15:15
280,11,458806286,Added to Cart,2023-01-15 06:27:17
281,12,6821,Added to Cart,2023-08-07 17:09:14
282,12,231,Purchased,2023-05-27 02:08:04
283,12,9272,Added to Cart,2023-02-04 02:07:28
284,12,6802,Viewed,2023-07-20 10:08:07
285,12,72440,Viewed,2023-03-20 15:08:54
286,13,9799,Viewed,2023-01-19 14:32:49
287,13,1585832,Added to Cart,2023-04-14 04:33:39
288,13,281,Added to Cart,2023-05-14 05:34:30
289,13,37337808,Added to Cart,2023-04-07 11:35:58
290,13,63414366,Added to Cart,2023-01-06 19:09:02
291,13,5147644,Added to Cart,2023-01-10 16:40:49
292,13,7371222,Viewed,2023-07-05 11:06:37
293,13,231,Added to Cart,2023-04-29 13:57:17
294,13,21752050,Added to Cart,2023-06-25 04:54:58
295,13,111961,Viewed,2023-03-05 22:06:32
296,13,2709352,Purchased,2023-03-25 07:05:41
297,13,111961,Added to Cart,2023-02-03 01:56:58
298,13,3016004,Viewed,2023-05-19 17:51:13
299,13,37337808,Viewed,2023-07-28 15:12:38
300,13,66910118,Viewed,2023-02-23 16:12:30
301,13,23030,Viewed,2023-04-11 17:41:06
302,13,7371222,Viewed,2023-02-08 23:41:24
303,13,4336456,Viewed,2023-03-09 07:20:18
304,13,740863419,Added to Cart,2023-04-02 09:35:32
305,13,69,Viewed,2023-02-03 22:32:17
306,13,7371222,Added to Cart,2023-01-01 17:45:13
307,13,3016004,Viewed,2023-05-06 16:25:54
308,13,1074,Viewed,2023-04-13 09:21:26
309,13,36732061,Viewed,2023-04-30 07:23:00
310,13,6251,Added to Cart,2023-03-10 08:56:11
311,13,7371222,Viewed,2023-01-28 12:40:59
312,13,51914,Viewed,2023-07-27 00:51:22
313,13,23030,Viewed,2023-05-06 16:01:24
314,13,2709352,Viewed,2023-02-27 13:16:20
315,13,1088042,Purchased,2023-05-15 17:00:29
316,13,60,Viewed,2023-03-22 06:30:34
317,13,6,Viewed,2023-06-22 08:18:13
318,13,66910118,Purchased,2023-03-06 23:04:33
319,13,4336456,Purchased,2023-06-11 15:13:09
320,13,19289886,Added to Cart,2023-05-10 17:44:40
321,13,329472,Purchased,2023-02-01 15:59:10
322,13,51914,Added to Cart,2023-07-01 23:24:06
323,13,9272,Purchased,2023-04-16 01:53:26
324,13,111961,Viewed,2023-07-27 14:17:07
325,13,415,Added to Cart,2023-05-01 09:09:09
326,14,37337808,Added to Cart,2023-07-21 00:36:42
327,14,69,Viewed,2023-06-12 01:41:12
328,14,231,Viewed,2023-01-11 16:06:24
329,14,37337808,Added to Cart,2023-02-27 03:58:42
330,14,21752050,Purchased,2023-02-10 00:57:49
331,14,6821,Viewed,2023-01-09 07:12:59
332,14,72440,Viewed,2023-05-20 01:57:53
333,14,415,Added to Cart,2023-04-25 18:35:34
334,14,12867543,Added to Cart,2023-07-18 10:15:56
335,14,281,Viewed,2023-03-30 11:49:44
336,14,6821,Purchased,2023-04-26 06:23:22
337,14,496452,Purchased,2023-02-28 21:21:41
338,14,740863419,Purchased,2023-04-29 02:56:24
339,14,806795166,Purchased,2023-04-02 03:09:17
340,14,1585832,Purchased,2023-03-31 16:53:27
341,14,60,Viewed,2023-05-22 23:34:55
342,14,178366,Purchased,2023-01-18 16:43:44
343,15,24522662,Viewed,2023-02-27 19:14:12
344,15,9886250,Viewed,2023-06-26 07:35:17
345,15,6802,Added to Cart,2023-05-09 09:00:49
346,15,42051164,Added to Cart,2023-04-14 16:10:26
347,15,66834336,Purchased,2023-01-06 21:51:15
348,15,417281,Viewed,2023-07-01 12:35:34
349,15,16,Viewed,2023-03-04 21:12:38
350,15,12867543,Purchased,2023-04-29 20:49:29
351,15,78,Purchased,2023-03-31 09:10:04
352,15,66834336,Viewed,2023-05-27 07:55:29
353,15,8399,Viewed,2023-04-07 23:47:37
354,15,152,Purchased,2023-04-08 11:43:40
355,16,35712313,Purchased,2023-07-10 03:52:11
356,16,1088042,Added to Cart,2023-01-10 09:48:34
357,16,19289886,Viewed,2023-03-04 02:05:18
358,16,6802,Viewed,2023-03-21 09:58:51
359,16,231,Viewed,2023-06-28 09:32:31
360,16,60,Viewed,2023-03-27 23:47:34
361,16,21752050,Added to Cart,2023-06-30 15:02:44
362,16,874769783,Purchased,2023-01-30 08:15:01
363,16,281,Viewed,2023-03-19 20:12:38
364,16,7002,Viewed,2023-08-08 02:19:31
365,16,5147644,Added to Cart,2023-01-06 23:03:48
366,17,66834336,Added to Cart,2023-07-23 09:10:56
367,17,4976523,Viewed,2023-02-28 17:20:37
368,17,871989,Purchased,2023-07-25 20:36:41
369,17,62,Viewed,2023-04-21 03:59:01
370,17,8399,Viewed,2023-01-22 02:27:34
371,17,3,Viewed,2023-02-15 09:23:04
372,17,77150,Viewed,2023-06-12 00:43:09
373,17,1585832,Added to Cart,2023-05-28 06:07:03
374,17,57123448,Viewed,2023-01-03 09:59:50
375,17,3,Viewed,2023-08-02 12:08:44
376,17,5,Added to Cart,2023-02-25 03:54:24
377,17,186936,Purchased,2023-07-03 21:49:08
378,17,39409477,Viewed,2023-03-14 18:54:08
379,17,35712313,Added to Cart,2023-02-01 05:34:25
380,17,417281,Viewed,2023-02-10 04:49:51
381,17,216668,Viewed,2023-01-27 06:04:06
382,17,6640,Viewed,2023-07-27 01:26:10
383,17,3,Added to Cart,2023-03-13 20:26:56
384,17,874769783,Viewed,2023-07-10 01:33:07
385,17,9799,Viewed,2023-07-28 01:25:12
386,17,4636603,Viewed,2023-06-24 09:35:05
387,17,45,Added to Cart,2023-03-07 05:00:09
388,17,65,Added to Cart,2023-03-28 12:59:15
389,17,6640,Viewed,2023-05-26 23:50:05
390,17,12867543,Added to Cart,2023-04-13 18:49:39
391,17,75,Added to Cart,2023-01-04 12:59:55
392,17,10,Added to Cart,2023-03-15 10:52:29
393,17,516304687,Purchased,2023-06-13 00:07:13
394,17,65,Viewed,2023-06-18 10:54:31
395,17,9272,Added to Cart,2023-01-07 07:23:41
396,17,12867543,Viewed,2023-06-21 04:55:37
397,17,4636603,Viewed,2023-04-25 23:58:40
398,17,707819,Viewed,2023-02-22 00:50:39
399,17,57123448,Viewed,2023-01-03 13:04:45
400,17,37337808,Added to Cart,2023-05-17 21:25:48
401,17,2,Purchased,2023-03-28 05:50:37
402,17,5,Viewed,2023-03-05 15:48:02
403,17,516304687,Added to Cart,2023-02-12 01:32:15
404,17,4,Viewed,2023-07-13 16:12:30
405,17,4636603,Added to Cart,2023-03-16 04:59:07
406,17,3,Viewed,2023-08-13 02:17:30
407,17,35712313,Added to Cart,2023-08-04 01:44:34
408,17,186936,Viewed,2023-03-09 02:31:50
409,17,9985,Viewed,2023-05-14 19:02:41
410,17,21752050,Viewed,2023-02-12 16:08:00
411,17,0,Added to Cart,2023-05-09 00:21:15
412,17,24522662,Viewed,2023-01-15 18:13:20
413,18,6,Viewed,2023-06-08 10:44:32
414,18,63414366,Viewed,2023-08-12 07:38:31
415,18,0,Purchased,2023-06-23 04:56:56
416,18,1088042,Viewed,2023-04-24 18:12:34
417,18,5147644,Viewed,2023-05-23 08:49:10
418,18,2,Added to Cart,2023-07-08 20:58:40
419,18,6821,Added to Cart,2023-07-24 02:24:10
420,18,3016004,Viewed,2023-01-30 10:37:38
421,18,91298318,Viewed,2023-02-08 17:48:51
422,18,178366,Viewed,2023-07-19 20:04:31
423,18,458806286,Viewed,2023-03-15 15:25:55
424,18,4336456,Purchased,2023-04-19 02:34:36
425,18,4636603,Purchased,2023-03-16 16:30:13
426,18,4636603,Added to Cart,2023-03-03 19:24:58
427,18,178366,Viewed,2023-01-12 09:35:59
428,18,3,Viewed,2023-02-05 08:35:14
429,18,152,Added to Cart,2023-04-03 23:15:04
430,18,322,Added to Cart,2023-02-08 02:26:30
431,18,281,Added to Cart,2023-07-18 07:06:48
432,18,57123448,Purchased,2023-05-26 12:13:43
433,18,6640,Purchased,2023-04-27 16:23:27
434,18,57123448,Viewed,2023-06-14 07:59:30
435,18,62,Added to Cart,2023-03-24 14:48:20
436,18,77150,Viewed,2023-04-04 19:46:42
437,18,3016004,Purchased,2023-04-15 06:31:30
438,18,458806286,Viewed,2023-07-06 03:39:19
439,18,496452,Viewed,2023-05-31 21:39:39
440,18,0,Viewed,2023-01-20 08:03:16
441,18,111961,Added to Cart,2023-08-13 09:54:51
442,18,63414366,Viewed,2023-05-01 04:48:48
443,18,458806286,Viewed,2023-08-07 22:26:54
444,18,75,Purchased,2023-01-04 06:06:28
445,19,111961,Viewed,2023-06-19 01:44:51
446,19,8360050,Viewed,2023-03-18 21:13:12
447,19,2709352,Added to Cart,2023-07-12 09:04:25
448,19,69,Viewed,2023-03-09 17:46:13
449,19,415,Viewed,2023-06-19 19:16:22
450,19,1585832,Viewed,2023-01-25 13:27:55
451,19,111961,Viewed,2023-06-02 04:46:56
452,19,740863419,Viewed,2023-05-09 19:03:46
453,19,44,Viewed,2023-05-26 01:40:35
454,19,1585832,Purchased,2023-07-04 20:16:00
455,19,329472,Viewed,2023-01-23 03:39:42
456,19,72440,Purchased,2023-01-08 15:26:37
457,19,2317678,Viewed,2023-07-03 09:33:46
458,19,111961,Purchased,2023-05-28 10:05:37
459,19,21752050,Viewed,2023-04-03 05:16:07
460,19,19289886,Viewed,2023-08-04 14:20:52
461,19,72440,Viewed,2023-04-16 21:24:37
462,19,1585832,Added to Cart,2023-01-23 21:45:28
463,19,184290581,Purchased,2023-01-14 19:35:56
464,19,415,Viewed,2023-02-06 08:53:26
465,19,23030,Purchased,2023-05-03 19:32:00
466,19,9197,Viewed,2023-07-18 04:46:18
467,19,6251,Viewed,2023-06-21 03:24:05
468,19,66910118,Added to Cart,2023-05-03 01:07:49
469,19,8622459,Added to Cart,2023-01-05 02:54:18
470,19,21752050,Added to Cart,2023-01-29 02:57:04
471,19,970,Viewed,2023-04-15 10:47:12
472,19,69,Viewed,2023-07-01 13:20:20
473,19,72440,Viewed,2023-07-26 05:27:09
474,19,4,Viewed,2023-05-31 17:14:15
475,19,9245203,Purchased,2023-01-01 21:46:39
476,19,806795166,Viewed,2023-05-19 03:01:06
477,20,78,Added to Cart,2023-08-20 04:12:18
478,20,1577,Viewed,2023-07-24 20:55:17
479,20,2709352,Purchased,2023-03-01 18:04:54
480,20,75,Added to Cart,2023-03-23 05:12:10
481,20,66834336,Purchased,2023-03-29 14:46:48
482,20,1,Viewed,2023-03-16 21:31:33
483,20,7371222,Purchased,2023-01-16 09:58:10
484,20,184290581,Added to Cart,2023-01-03 16:32:52
485,20,63414366,Added to Cart,2023-07-25 13:07:43
486,20,57123448,Viewed,2023-05-22 08:04:15
487,20,2709352,Viewed,2023-05-17 18:07:01
488,20,7371222,Added to Cart,2023-06-06 15:43:46
489,20,4336456,Viewed,2023-06-22 14:13:28
490,20,66834336,Viewed,2023-07-25 17:13:35
491,20,3,Viewed,2023-01-31 21:43:20
492,20,51914,Purchased,2023-02-13 20:13:37
493,20,12867543,Purchased,2023-01-15 15:25:52
494,20,51914,Purchased,2023-06-16 21:42:24
495,20,543036164,Viewed,2023-08-08 21:47:36
496,20,7002,Added to Cart,2023-07-05 12:05:19
497,20,707819,Added to Cart,2023-06-17 11:21:30
498,20,4336456,Viewed,2023-02-24 05:17:23
499,20,12867543,Purchased,2023-05-11 19:51:48
500,20,6,Viewed,2023-05-07 22:37:49
501,20,1585832,Added to Cart,2023-01-27 15:20:41
502,20,740863419,Purchased,2023-05-29 16:39:28
503,20,42051164,Purchased,2023-06-19 10:02:21
504,21,4,Added to Cart,2023-04-14 11:05:40
505,21,1088042,Added to Cart,2023-02-16 13:53:50
506,21,3016004,Added to Cart,2023-03-11 04:58:56
507,21,62,Added to Cart,2023-02-15 13:39:03
508,21,78,Purchased,2023-01-14 17:53:30
509,21,707819,Purchased,2023-03-30 16:09:32
510,21,1088042,Viewed,2023-02-03 06:56:33
511,21,77150,Viewed,2023-02-04 04:29:43
512,21,4336456,Purchased,2023-04-10 13:19:48
513,21,874769783,Purchased,2023-07-29 20:08:39
514,21,4976523,Viewed,2023-07-16 21:26:53
515,21,24522662,Viewed,2023-08-04 18:34:43
516,21,458806286,Viewed,2023-02-04 05:11:44
517,21,322,Purchased,2023-03-04 12:04:49
518,21,5147644,Added to Cart,2023-06-06 16:12:11
519,21,1074,Viewed,2023-03-31 10:16:56
520,21,4976523,Purchased,2023-07-26 07:28:48
521,21,78,Viewed,2023-01-21 02:40:38
522,21,6821,Viewed,2023-02-25 06:00:38
523,21,231,Viewed,2023-03-12 07:43:47
524,21,57123448,Viewed,2023-04-27 12:06:30
525,21,4976523,Added to Cart,2023-02-04 09:06:31
526,22,707819,Viewed,2023-06-02 01:22:02
527,22,111961,Viewed,2023-01-31 18:54:42
528,22,42051164,Added to Cart,2023-06-26 02:39:50
529,22,3962017,Added to Cart,2023-07-16 05:31:10
530,22,35712313,Added to Cart,2023-07-03 01:31:29
531,22,6640,Viewed,2023-04-11 21:22:30
532,22,9985,Viewed,2023-01-24 20:33:23
533,22,10,Viewed,2023-01-29 17:55:58
534,22,871989,Purchased,2023-02-06 04:45:33
535,22,19289886,Added to Cart,2023-07-07 03:52:25
536,22,8399,Viewed,2023-07-06 06:37:38
537,22,516304687,Viewed,2023-02-13 18:22:21
538,22,72440,Viewed,2023-08-09 10:56:40
539,22,12867543,Viewed,2023-03-29 08:34:55
