Purchase ID,User ID,Product ID,Purchase Timestamp,Rating
9964299,26,874769783,2023-01-17 12:58:35,1.0
922818805,27,19289886,2023-06-18 01:24:40,3.96
15062,27,9245203,2023-02-04 02:03:25,2.82
837974,27,65,2023-07-04 17:37:02,1.03
73148,27,91298318,2023-06-20 21:55:39,1.5
301225,27,21752050,2023-02-28 03:55:03,1.95
76945779,27,9245203,2023-04-30 14:01:39,2.16
22,27,329472,2023-06-28 17:09:01,4.09
94614,27,871989,2023-03-29 17:44:38,2.3
962,27,806795166,2023-04-25 22:28:58,5.0
443,27,19289886,2023-05-06 01:31:29,1.13
510,28,44,2023-07-02 12:48:02,3.97
5023349,28,6802,2023-07-14 08:29:10,4.29
86528,28,281,2023-02-13 10:03:43,2.78
63,28,8360050,2023-06-27 06:01:33,3.25
75744869,28,44,2023-03-22 11:00:24,4.03
8692978,28,10,2023-06-12 21:31:21,1.5
641350158,28,6,2023-03-04 04:39:07,4.32
9769484,28,496452,2023-01-13 04:02:44,3.68
225575496,28,91298318,2023-08-01 12:58:30,4.69
344215955,28,45,2023-05-01 01:15:57,1.34
729318,28,1577,2023-07-19 17:29:40,3.5
7515090,29,23030,2023-07-06 16:07:59,3.06
77248968,29,53736816,2023-03-17 16:30:00,3.45
14078,29,1074,2023-04-30 22:08:36,2.01
885,29,78,2023-04-11 00:38:14,4.05
237239,29,216668,2023-03-06 15:06:20,1.36
641960,30,9886250,2023-06-10 14:21:48,1.98
7770593,30,66834336,2023-05-18 11:57:55,4.24
2661689,30,16,2023-05-22 08:29:07,4.52
966149,30,3962017,2023-07-17 03:39:23,4.31
99874,30,9272,2023-02-06 08:33:42,2.31
90400446,30,45,2023-07-05 21:33:47,2.59
454,30,2317678,2023-01-19 03:00:05,1.82
28059609,30,1,2023-05-10 01:53:51,3.01
3213,30,1577,2023-06-06 21:24:19,4.42
529,30,45,2023-08-19 01:47:46,4.23
247429402,30,45,2023-04-15 06:10:20,3.63
152283,31,91298318,2023-06-13 11:25:59,3.82
46,31,91298318,2023-07-26 10:16:45,3.78
76624,31,57123448,2023-02-21 05:16:24,4.7
168663719,32,10,2023-01-25 17:09:38,2.82
941523,32,75,2023-03-03 04:29:48,2.5
95011,32,60,2023-05-14 22:30:22,3.85
717434,32,24522662,2023-04-19 17:47:58,2.51
466,32,7371222,2023-07-14 02:35:02,3.74
95152,32,36732061,2023-06-01 05:48:17,1.55
259352421,32,91298318,2023-07-21 17:36:41,2.69
4444,33,740863419,2023-01-22 10:16:26,3.75
31,33,329472,2023-03-07 18:05:34,4.01
836,33,970,2023-02-26 16:39:21,4.3
3534161,33,8622459,2023-03-28 16:11:23,1.47
2144574,33,111961,2023-08-19 04:13:32,3.84
61036,33,8622459,2023-01-20 11:33:32,1.26
15330,33,1585832,2023-03-29 21:10:20,2.03
98515,33,23030,2023-06-21 12:01:28,4.44
30,33,23030,2023-03-28 16:01:20,2.33
96,34,0,2023-06-13 00:15:06,2.85
605049986,34,4976523,2023-05-26 14:18:08,1.38
71229,34,57123448,2023-02-18 10:09:34,3.94
882798,34,77150,2023-03-25 01:55:14,3.27
33918147,34,0,2023-03-05 08:21:08,4.57
8568,34,2,2023-02-10 02:10:52,1.79
35056,34,57123448,2023-07-01 16:16:41,4.64
86534077,34,2,2023-05-17 19:15:17,4.61
10111619,34,2,2023-02-18 08:27:58,3.93
803,34,871989,2023-04-30 22:15:36,2.92
9018242,34,6640,2023-08-07 19:16:41,4.17
4302,35,415,2023-08-03 17:52:55,1.86
51,35,2317678,2023-03-04 11:36:05,3.73
765,37,6,2023-04-01 14:29:40,4.29
1945421,37,1577,2023-08-04 07:40:49,4.63
34717,37,9272,2023-04-09 07:27:12,3.1
166589,37,44,2023-04-25 21:55:44,2.62
128,37,16,2023-05-13 07:16:49,1.92
61845112,37,16,2023-05-04 00:32:40,4.69
37103786,37,66834336,2023-08-20 15:32:52,1.82
147028,37,6802,2023-01-08 01:15:44,4.96
23129,37,9886250,2023-05-16 07:31:55,1.46
3987161,37,66834336,2023-08-14 05:55:32,2.44
99333705,37,2317678,2023-05-28 01:19:54,2.37
897554,37,9272,2023-04-13 05:38:22,2.5
7,37,178366,2023-05-30 14:53:20,4.59
49,39,9197,2023-01-08 12:55:26,4.19
880801923,39,806795166,2023-06-04 11:54:53,3.32
867176316,39,806795166,2023-03-21 05:54:44,4.25
3267388,39,6251,2023-02-07 00:37:36,1.67
2291455,39,69,2023-01-18 06:46:52,4.37
97001863,39,417281,2023-01-12 07:38:30,3.71
953435,39,1585832,2023-05-19 22:04:04,1.09
6986916,39,9245203,2023-05-19 02:02:39,2.95
35713866,40,329472,2023-06-24 16:44:07,1.62
271110,40,77150,2023-01-04 14:06:24,3.53
1102,41,707819,2023-08-07 08:07:59,2.91
33969,41,152,2023-08-01 11:53:04,3.05
18,41,707819,2023-01-20 20:45:23,1.35
607244456,41,35712313,2023-06-03 05:10:32,1.14
959,41,178366,2023-06-09 02:27:53,3.82
7339,41,35712313,2023-04-13 20:52:43,1.72
8808,41,4636603,2023-05-08 12:44:38,4.18
2973,41,417281,2023-07-14 06:54:44,3.63
134,41,2,2023-07-30 20:40:36,3.66
767163,41,516304687,2023-03-16 08:14:08,4.32
3896623,41,4636603,2023-07-09 05:54:11,3.63
842475,41,458806286,2023-07-24 14:47:50,3.11
438015,41,458806286,2023-02-20 03:14:58,2.15
72,42,9272,2023-01-24 21:57:59,4.6
9006823,42,4,2023-02-17 14:03:58,3.32
84751,42,12867543,2023-06-10 19:21:46,4.03
189258,42,6821,2023-07-04 08:29:15,3.92
77440,42,10,2023-06-02 13:08:43,2.79
5550573,43,4636603,2023-06-04 00:12:18,1.83
48770,43,4336456,2023-05-30 05:54:26,2.78
3459827,44,9245203,2023-01-27 21:43:47,1.4
7788227,44,35712313,2023-07-16 02:51:20,4.0
629912749,44,35712313,2023-04-26 10:11:00,2.81
66496283,44,6640,2023-04-18 13:39:04,4.14
373,44,6640,2023-07-19 16:42:41,2.47
719071,44,516304687,2023-07-28 14:54:58,3.07
319364,45,2709352,2023-06-30 03:39:37,4.85
773393058,45,63414366,2023-05-26 22:57:02,3.88
8493,45,417281,2023-01-15 08:31:54,1.09
840,45,51914,2023-06-02 07:55:42,1.24
2961,45,707819,2023-03-29 22:39:50,3.86
98,46,66834336,2023-02-21 11:04:16,3.05
84030,46,42051164,2023-05-18 12:51:40,1.12
889,46,3,2023-06-03 07:29:24,1.82
50,46,5147644,2023-06-15 01:35:41,1.67
2751426,46,216668,2023-06-02 04:41:07,3.55
37645,47,415,2023-05-12 19:07:26,3.36
636192,47,1,2023-01-27 03:00:11,2.05
9468289,47,3962017,2023-03-29 06:06:28,2.77
8328087,47,111961,2023-08-14 09:47:00,2.7
80986395,47,2317678,2023-06-07 00:41:21,4.11
53337624,47,45,2023-02-06 17:50:32,3.98
570,47,19289886,2023-05-23 14:43:41,1.79
453,47,69,2023-02-09 01:13:42,1.97
755,47,216668,2023-05-25 14:20:04,2.0
808314318,47,39409477,2023-07-16 02:29:24,4.11
43363,47,2317678,2023-06-27 17:37:34,1.59
648,47,63414366,2023-06-25 07:02:09,4.75
24853,47,2709352,2023-05-26 12:46:44,3.66
906473,47,2709352,2023-02-19 11:03:49,3.08
4907982,48,36732061,2023-03-19 02:21:01,4.3
77488363,48,7002,2023-04-19 06:44:53,2.46
9890,48,63414366,2023-08-16 15:55:41,1.54
6747622,49,4336456,2023-08-05 05:03:48,2.07
78282,49,0,2023-04-09 18:20:33,2.87
6506,49,44,2023-07-11 10:22:27,4.11
1271720,50,91298318,2023-03-13 13:40:50,2.59
559648214,50,91298318,2023-06-10 15:09:51,3.88
270,50,24522662,2023-06-13 03:39:36,3.63
584370,50,1074,2023-05-05 02:57:01,2.01
5365286,50,62,2023-05-09 03:56:23,3.32
4314404,50,75,2023-03-08 12:37:23,4.28
5672,50,77150,2023-06-25 01:10:49,3.62
69677375,50,75,2023-07-11 00:59:36,4.51
38815,50,75,2023-04-28 01:44:20,1.21
994595280,50,62,2023-08-14 03:37:33,2.92
1835098,50,4976523,2023-08-10 21:58:32,4.56
111,50,0,2023-05-16 09:44:01,3.23
8774,50,2,2023-05-15 03:32:00,4.56
14,51,806795166,2023-02-17 04:53:07,2.43
895479,51,8360050,2023-04-11 22:51:38,2.37
99187681,51,2,2023-05-24 06:39:38,2.22
276833,51,75,2023-03-16 04:34:17,2.71
49132009,51,63414366,2023-08-20 00:11:34,4.59
3750587,51,111961,2023-06-29 07:18:55,4.65
64546,51,329472,2023-08-12 16:37:10,2.53
781,51,24522662,2023-06-02 16:31:55,1.7
66,52,186936,2023-05-17 10:14:39,3.02
977319,52,806795166,2023-06-26 17:25:00,4.76
244313,52,740863419,2023-06-14 22:04:40,1.95
996350,52,740863419,2023-07-30 11:03:52,4.19
579,52,77150,2023-02-09 06:47:23,1.06
9438,52,6251,2023-05-11 19:10:56,3.23
7837889,52,970,2023-06-01 14:10:19,4.23
5502,52,516304687,2023-06-10 01:05:42,3.47
1332,52,152,2023-06-21 01:38:52,1.14
199865,52,63414366,2023-01-10 15:09:35,3.7
734095108,52,2,2023-02-10 02:09:54,3.87
91,52,35712313,2023-05-26 21:29:38,1.0
779,52,2709352,2023-06-01 11:42:47,1.67
250911243,52,9245203,2023-03-30 22:24:07,3.55
966,53,75,2023-05-31 02:04:07,2.45
224748923,53,4976523,2023-04-09 23:41:09,3.17
1404872,53,2,2023-03-07 22:40:28,2.07
91266021,53,24522662,2023-07-04 15:57:14,4.32
782962939,53,78,2023-03-05 15:24:49,2.01
358980631,53,57123448,2023-07-28 22:25:03,1.02
4077501,53,57123448,2023-08-11 21:16:22,1.47
611,53,4976523,2023-04-08 08:22:29,1.64
496420,53,65,2023-05-14 21:11:52,2.21
3961940,53,707819,2023-03-19 12:26:15,4.7
88815808,53,24522662,2023-06-03 23:58:45,2.29
53208087,53,57123448,2023-05-29 13:19:20,1.08
741529,53,0,2023-07-08 03:29:35,1.09
10855275,54,329472,2023-03-09 07:35:00,3.95
44175851,54,9985,2023-02-09 09:07:05,3.26
80,55,329472,2023-06-22 22:25:24,2.87
85463,55,707819,2023-02-14 21:06:21,3.48
1431185,55,9197,2023-06-17 02:39:30,3.76
490345331,56,8622459,2023-08-06 21:42:55,1.58
944086306,56,21752050,2023-02-24 13:49:13,2.92
8554,56,6640,2023-03-07 16:27:50,2.3
83012840,56,329472,2023-04-02 10:09:37,2.71
9745177,56,57123448,2023-03-05 04:28:13,4.17
688001,56,21752050,2023-01-26 04:43:19,2.96
51378990,56,9197,2023-06-09 02:49:43,3.17
78197,56,2,2023-05-30 06:10:32,3.26
442,56,0,2023-01-31 10:52:16,1.79
494,56,707819,2023-04-16 05:02:22,2.83
65884,56,9245203,2023-05-11 13:02:15,4.4
5697,56,65,2023-02-28 02:04:51,3.99
1939,56,707819,2023-08-15 07:01:11,1.91
812880,56,69,2023-03-30 19:38:37,3.99
271384,57,806795166,2023-01-27 15:27:41,3.5
8643924,57,322,2023-04-03 00:40:58,2.52
3792,57,6251,2023-07-25 15:05:18,3.93
4826717,57,53736816,2023-05-02 06:30:32,4.69
908,57,111961,2023-07-26 03:17:04,2.29
1820,57,9245203,2023-01-13 09:09:15,3.75
49174573,57,740863419,2023-01-14 02:07:57,2.98
42496,57,19289886,2023-03-11 16:26:05,1.25
40587,57,69,2023-05-15 03:17:53,3.78
82345,58,72440,2023-05-12 20:48:10,3.95
695,58,19289886,2023-06-19 11:20:15,3.91
9759,58,69,2023-02-21 01:15:58,3.26
3809,58,6821,2023-01-08 08:57:47,3.87
12,58,72440,2023-01-03 17:35:15,1.26
33337,58,178366,2023-02-21 07:06:12,2.11
817162832,58,5147644,2023-07-28 10:41:43,1.51
30393072,58,184290581,2023-05-26 10:20:23,4.54
767823725,58,1088042,2023-02-16 10:42:42,3.45
844178837,58,21752050,2023-07-18 13:08:21,3.21
352670548,58,53736816,2023-04-05 02:20:08,3.23
768622,58,970,2023-05-17 12:21:54,2.83
97596,58,72440,2023-06-26 15:26:30,1.99
847746,58,63414366,2023-02-07 10:33:56,4.99
770694873,59,78,2023-06-19 01:21:14,2.12
744399932,59,4,2023-02-05 04:14:59,2.91
22037,59,3962017,2023-03-12 03:10:20,4.63
208716,59,53736816,2023-01-19 20:58:40,1.75
6498,59,5,2023-08-13 01:23:31,1.62
28298198,59,216668,2023-05-10 13:55:48,2.24
877488,59,6802,2023-06-07 13:39:01,3.65
6417698,60,184290581,2023-05-14 19:52:47,3.26
986,60,66834336,2023-08-15 20:43:37,1.22
7467188,60,3016004,2023-04-19 02:18:33,4.81
1752757,60,9197,2023-07-29 09:29:10,2.24
5470,60,184290581,2023-01-05 23:29:00,4.55
20700761,60,9272,2023-01-24 17:16:12,2.31
6405947,60,10,2023-03-02 00:02:11,3.83
7009166,60,1088042,2023-08-20 14:08:23,2.68
287343,60,9799,2023-01-30 12:21:09,4.98
5452,60,178366,2023-07-17 07:34:57,2.19
9804948,61,77150,2023-03-05 08:17:19,2.99
292,61,0,2023-06-23 02:54:39,1.64
766560185,61,91298318,2023-08-06 11:37:47,2.2
7134937,61,91298318,2023-04-04 07:40:08,3.61
1514987,61,4976523,2023-04-19 02:46:03,1.36
246,61,65,2023-07-01 20:46:59,2.55
72973430,61,77150,2023-02-28 03:44:34,1.6
819,61,77150,2023-01-05 15:16:49,2.09
4017,61,4976523,2023-01-30 14:57:47,4.46
2317,61,4976523,2023-08-18 13:11:12,1.19
41605864,61,62,2023-02-09 12:16:12,4.93
5141287,62,4976523,2023-05-17 21:24:39,3.38
125,62,9197,2023-07-27 23:38:13,4.28
144,62,1585832,2023-06-28 20:45:43,3.35
4540,62,77150,2023-04-19 03:55:27,3.59
47562,62,51914,2023-02-17 02:40:55,4.77
28003,62,5147644,2023-06-30 22:48:37,1.37
376667,62,57123448,2023-01-08 13:44:14,1.81
77,62,23030,2023-06-13 17:25:46,4.15
881386094,62,7002,2023-04-28 18:08:48,2.59
36672683,63,10,2023-03-18 23:24:23,2.27
26664938,63,12867543,2023-04-20 18:21:04,3.46
86,63,19289886,2023-07-20 20:37:02,3.6
611324558,63,186936,2023-03-19 05:39:13,4.11
5323417,63,39409477,2023-07-31 06:16:03,2.11
366,63,186936,2023-03-22 00:39:24,4.12
97469,63,39409477,2023-07-02 08:53:39,3.66
598095775,63,1585832,2023-02-12 14:05:55,1.26
27588,63,8399,2023-06-28 09:59:16,4.65
523,63,874769783,2023-05-12 01:22:44,2.78
53301,63,6,2023-02-23 13:07:56,1.43
140,63,78,2023-02-22 05:07:41,1.85
18905731,63,871989,2023-07-08 04:31:58,1.25
5762953,63,871989,2023-03-13 05:44:02,4.06
429720,63,10,2023-04-05 16:19:04,4.31
97,63,36732061,2023-06-12 07:40:27,1.79
7539421,64,35712313,2023-01-09 01:30:08,4.69
40,64,10,2023-03-26 07:24:50,1.77
879373,64,152,2023-05-07 07:46:05,3.16
9528646,64,6640,2023-03-11 02:06:54,3.11
705336657,65,874769783,2023-05-08 09:17:33,3.16
157519,65,7371222,2023-06-12 10:21:35,4.32
962653,65,496452,2023-03-26 17:42:22,3.7
641988,66,184290581,2023-07-27 09:15:42,1.98
287,66,1074,2023-01-07 15:29:44,4.87
50649,66,10,2023-03-01 12:48:00,3.06
725598098,66,740863419,2023-01-30 03:59:27,3.37
1366,66,37337808,2023-03-17 18:30:44,1.64
225,66,3016004,2023-07-08 20:20:34,3.34
65132,66,6,2023-02-18 00:10:48,3.06
399057606,66,39409477,2023-03-17 12:25:28,4.98
29132576,66,231,2023-05-12 10:27:38,2.09
4795,66,1088042,2023-05-11 13:16:24,2.59
6991,66,496452,2023-01-21 15:37:49,3.97
2037,66,322,2023-02-10 15:46:52,1.24
48848,67,6802,2023-06-09 20:58:40,1.97
444,67,1577,2023-04-07 12:23:18,3.01
267808950,67,543036164,2023-03-04 03:04:12,1.84
3359,67,65,2023-07-17 11:53:56,4.56
238,67,111961,2023-08-19 06:55:48,4.63
5453788,67,77150,2023-03-23 04:32:53,4.57
8753,67,9272,2023-06-30 08:33:27,1.07
48118418,67,3,2023-06-27 01:47:21,2.63
92282986,67,12867543,2023-08-05 16:03:14,1.51
88260,67,417281,2023-02-24 18:00:16,3.75
891,67,1074,2023-08-06 03:21:41,3.11
154092,67,707819,2023-04-08 21:48:08,3.46
12013,67,9886250,2023-04-01 14:15:35,4.91
627,67,57123448,2023-06-18 06:10:24,2.68
75602876,67,39409477,2023-08-13 07:11:10,2.34
76716149,68,24522662,2023-01-05 14:20:57,2.31
369137,68,186936,2023-03-27 10:18:43,1.49
752095,68,871989,2023-06-11 05:57:35,2.47
871701975,68,0,2023-07-17 02:55:31,4.71
849733,68,51914,2023-05-27 04:06:04,2.97
672,68,65,2023-05-03 15:44:26,3.46
9738,68,0,2023-05-20 16:28:45,1.33
99425,68,0,2023-03-31 02:15:10,4.93
32369125,68,91298318,2023-01-21 20:47:32,2.57
607,68,0,2023-08-04 00:39:20,2.09
5511542,68,4,2023-01-23 11:53:39,3.05
5283329,68,4976523,2023-07-09 01:47:25,3.26
59600,68,24522662,2023-05-07 01:42:06,1.55
4892703,69,3962017,2023-04-15 02:32:10,1.53
645871431,69,3,2023-03-12 22:18:45,4.54
60994000,69,3962017,2023-05-20 11:39:23,1.91
400,69,543036164,2023-01-09 01:15:42,3.08
9167730,69,12867543,2023-06-24 20:18:29,1.86
62197321,69,1,2023-03-29 21:14:49,3.16
61308941,69,806795166,2023-05-13 23:25:11,3.22
7078,69,9985,2023-08-08 00:20:43,2.58
22385,69,740863419,2023-08-18 09:58:08,3.02
1022,69,5,2023-03-15 00:08:18,4.08
99713,70,8399,2023-02-27 18:04:12,4.75
94062,70,4636603,2023-03-01 01:21:50,1.73
590177,70,6640,2023-03-24 20:08:43,3.57
26427,70,4636603,2023-07-24 03:00:48,2.64
7794,70,707819,2023-06-25 22:52:16,4.96
3326,70,707819,2023-06-15 09:38:59,4.53
84897,70,35712313,2023-08-18 16:03:50,3.64
97844759,70,10,2023-05-05 21:51:36,1.91
15,70,707819,2023-03-22 12:16:44,3.81
49696057,70,152,2023-04-28 12:39:20,2.49
745,70,516304687,2023-05-13 14:54:51,1.01
291,70,707819,2023-02-20 18:04:37,4.59
210229,71,6,2023-03-01 09:27:21,1.52
173,71,72440,2023-04-03 17:39:34,1.95
404798408,71,12867543,2023-03-26 20:34:32,3.55
7479996,71,9245203,2023-03-15 04:05:31,2.52
95111369,72,740863419,2023-07-08 18:23:29,4.77
639616764,72,3962017,2023-02-14 11:45:21,2.3
74157998,72,72440,2023-05-19 11:09:34,1.38
776938,72,75,2023-07-10 06:24:44,1.72
7896,72,51914,2023-03-27 11:41:39,3.98
502865531,72,19289886,2023-01-03 10:13:04,3.81
9267960,72,9197,2023-01-31 17:16:27,2.19
68900454,72,3962017,2023-04-28 16:09:24,3.94
553,72,6821,2023-01-26 08:32:56,1.22
2498,72,72440,2023-02-22 04:58:18,4.22
73,72,10,2023-03-14 23:14:23,2.2
85221634,72,23030,2023-01-11 03:02:17,1.16
57167,73,23030,2023-02-06 20:53:57,2.17
145,73,2709352,2023-04-17 19:37:31,4.0
1988,73,281,2023-03-22 02:31:12,2.24
258,73,111961,2023-08-10 23:40:11,2.58
110208999,74,51914,2023-05-08 18:27:20,3.48
6870467,74,178366,2023-06-30 15:30:49,2.68
8263559,74,63414366,2023-06-17 22:18:10,4.4
608789,74,21752050,2023-08-01 23:51:49,3.97
7399672,74,496452,2023-02-18 09:42:41,3.35
61,74,322,2023-05-30 10:30:36,2.78
