User ID,Category,Interest Score,Avg Purchase Rating,Final Interest Score
122,Beauty,12.54,4.18,8.36
122,Books,6.99125,3.252222222222222,5.121736111111111
122,Home,,0.0,
123,Beauty,13.86,4.62,9.24
123,Books,6.029999999999999,2.01,4.02
123,Clothing,6.364444444444445,2.8025,4.583472222222222
123,Home,10.594285714285714,3.6199999999999997,7.107142857142857
124,Beauty,,0.0,
124,Electronics,5.915,3.1875,4.55125
125,Beauty,5.79,1.93,3.86
125,Books,9.425,3.77,6.5975
125,Clothing,14.370000000000001,4.79,9.58
125,Electronics,10.585,3.8466666666666662,7.215833333333333
125,Home,7.324000000000001,3.2299999999999995,5.277
126,Beauty,8.850624999999999,3.3985714285714286,6.124598214285713
126,Books,,0.0,
127,Beauty,,0.0,
127,Books,5.85,2.34,4.095
127,Clothing,,0.0,
127,Electronics,8.040000000000001,2.68,5.36
127,Home,7.96,2.6533333333333333,5.306666666666667
128,Books,7.875,3.15,5.5125
128,Electronics,8.07,2.69,5.38
129,Beauty,3.51,1.17,2.34
129,Clothing,6.54,2.79,4.665
130,Beauty,8.375,3.605,5.99
130,Clothing,4.5,1.5,3.0
130,Electronics,10.065,3.355,6.71
130,Home,,0.0,
131,Beauty,,0.0,
131,Books,13.02,4.34,8.68
131,Home,5.551666666666667,2.128,3.8398333333333334
132,Books,,0.0,
132,Clothing,,0.0,
132,Home,10.916666666666666,3.9450000000000003,7.430833333333333
133,Beauty,,0.0,
133,Books,,0.0,
133,Clothing,,0.0,
133,Electronics,4.0200000000000005,1.34,2.68
133,Home,5.79,2.5175,4.1537500000000005
134,Beauty,,0.0,
134,Books,5.888333333333333,3.2275,4.557916666666666
134,Clothing,5.978888888888889,2.3614285714285717,4.170158730158731
134,Electronics,,0.0,
134,Home,,0.0,
135,Books,,0.0,
135,Clothing,11.64,3.88,7.76
136,Beauty,4.983333333333333,2.025,3.5041666666666664
136,Clothing,,0.0,
136,Electronics,,0.0,
136,Home,5.225,2.02,3.6224999999999996
137,Clothing,3.6,1.51,2.555
138,Beauty,9.36,3.12,6.24
138,Books,8.056153846153846,3.6033333333333335,5.82974358974359
138,Clothing,,0.0,
138,Electronics,2.75,1.375,2.0625
138,Home,5.19875,2.402,3.8003750000000003
139,Beauty,13.620000000000001,4.54,9.08
139,Books,7.185,2.395,4.79
139,Clothing,6.401428571428572,2.7899999999999996,4.595714285714286
139,Home,6.363333333333332,2.795,4.579166666666666
140,Beauty,,0.0,
140,Books,,0.0,
140,Clothing,5.98375,2.6833333333333336,4.333541666666667
141,Beauty,8.965,2.9933333333333336,5.979166666666667
141,Books,,0.0,
141,Clothing,,0.0,
141,Electronics,,0.0,
141,Home,5.2620000000000005,1.7533333333333332,3.5076666666666667
142,Beauty,11.14,3.7225,7.43125
142,Books,,0.0,
143,Beauty,,0.0,
143,Books,,0.0,
143,Clothing,7.482391304347826,3.4000000000000004,5.4411956521739135
143,Electronics,,0.0,
143,Home,,0.0,
144,Beauty,9.165,3.0549999999999997,6.109999999999999
144,Books,4.301666666666666,2.18,3.240833333333333
144,Electronics,6.971000000000001,2.8025,4.886750000000001
144,Home,,0.0,
145,Clothing,,0.0,
145,Electronics,,0.0,
145,Home,,0.0,
146,Clothing,6.335,2.58,4.4575
146,Electronics,9.629999999999999,3.21,6.42
146,Home,,0.0,
147,Clothing,4.98,2.424285714285715,3.7021428571428574
147,Electronics,6.8966666666666665,3.0524999999999998,4.974583333333333
147,Home,,0.0,
148,Beauty,7.215333333333334,2.98,5.097666666666667
148,Books,,0.0,
148,Clothing,7.07,3.2,5.135
148,Home,,0.0,
149,Beauty,7.3,3.231666666666667,5.265833333333333
149,Books,6.296923076923077,2.912,4.604461538461539
149,Electronics,,0.0,
149,Home,,0.0,
150,Beauty,8.985,2.995,5.99
150,Books,3.36,1.68,2.52
150,Clothing,,0.0,
150,Home,6.46,3.23,4.845
151,Beauty,,0.0,
151,Books,9.399999999999999,3.76,6.579999999999999
152,Beauty,6.209999999999999,2.07,4.14
152,Books,,0.0,
152,Electronics,13.29,4.43,8.86
153,Beauty,8.368888888888888,3.0025,5.685694444444444
153,Clothing,7.28,3.64,5.46
153,Electronics,,0.0,
153,Home,7.470000000000001,2.49,4.98
154,Beauty,8.989285714285714,2.9922222222222223,5.990753968253968
154,Clothing,,0.0,
154,Home,,0.0,
155,Beauty,10.17,3.39,6.78
155,Electronics,8.580666666666668,2.9866666666666664,5.783666666666667
155,Home,6.2821428571428575,3.3433333333333333,4.812738095238095
156,Beauty,,0.0,
156,Books,5.383333333333333,3.23,4.306666666666667
156,Clothing,8.01,3.056,5.5329999999999995
156,Electronics,7.96,3.9800000000000004,5.970000000000001
156,Home,,0.0,
157,Beauty,7.3500000000000005,2.45,4.9
157,Books,7.300000000000001,3.16,5.23
157,Clothing,4.776,1.8825,3.32925
157,Electronics,13.440000000000001,4.48,8.96
157,Home,,0.0,
158,Beauty,11.668333333333335,4.402,8.035166666666667
158,Books,,0.0,
158,Electronics,9.3075,3.4166666666666665,6.362083333333333
158,Home,,0.0,
159,Beauty,4.89,1.63,3.26
159,Books,7.58,3.79,5.6850000000000005
159,Clothing,8.58,2.86,5.72
159,Home,6.276,2.681428571428572,4.478714285714286
160,Beauty,9.57,3.19,6.38
160,Clothing,,0.0,
160,Home,10.305,3.4349999999999996,6.869999999999999
161,Beauty,,0.0,
161,Books,9.48,3.16,6.32
161,Clothing,12.344999999999999,4.115,8.23
161,Electronics,,0.0,
161,Home,4.35,1.7366666666666666,3.043333333333333
162,Clothing,13.02,4.34,8.68
162,Electronics,,0.0,
163,Beauty,8.58,2.86,5.72
163,Books,,0.0,
163,Clothing,6.583333333333333,3.012,4.797666666666666
163,Electronics,7.490833333333334,3.3980000000000006,5.444416666666667
163,Home,10.520000000000001,3.5066666666666664,7.013333333333334
164,Beauty,5.276666666666666,2.2125,3.744583333333333
164,Books,8.25,2.75,5.5
164,Clothing,8.775,3.4033333333333338,6.089166666666667
164,Electronics,9.209999999999999,3.07,6.14
164,Home,,0.0,
165,Beauty,8.664444444444445,3.7800000000000002,6.222222222222223
165,Books,,0.0,
165,Clothing,10.365,3.455,6.91
165,Electronics,5.205,1.7349999999999999,3.4699999999999998
165,Home,,0.0,
166,Beauty,5.28,1.76,3.52
166,Books,8.725833333333334,3.338,6.0319166666666675
166,Clothing,5.528125,2.04875,3.7884375
166,Electronics,,0.0,
166,Home,,0.0,
167,Beauty,,0.0,
167,Books,,0.0,
167,Clothing,,0.0,
167,Electronics,7.182,2.5175,4.84975
167,Home,7.336666666666666,2.812857142857143,5.074761904761905
168,Beauty,,0.0,
168,Books,6.205333333333333,2.9739999999999998,4.589666666666666
168,Electronics,5.6499999999999995,2.6366666666666667,4.143333333333333
169,Beauty,3.925,1.57,2.7475
169,Books,,0.0,
169,Clothing,6.5566666666666675,2.81,4.683333333333334
169,Electronics,7.739999999999999,2.58,5.16
169,Home,,0.0,
170,Beauty,7.69,3.47,5.58
170,Books,4.514,2.7750000000000004,3.6445000000000003
170,Clothing,11.52,3.84,7.68
170,Home,,0.0,
171,Beauty,,0.0,
171,Books,,0.0,
171,Clothing,6.2090625,2.8138888888888887,4.511475694444444
171,Electronics,,0.0,
171,Home,,0.0,
172,Beauty,5.1899999999999995,1.73,3.46
172,Clothing,12.615,4.205,8.41
172,Home,,0.0,
173,Books,4.92,1.64,3.28
173,Clothing,11.7,3.9,7.8
173,Electronics,9.315,3.1049999999999995,6.209999999999999
174,Books,,0.0,
174,Clothing,7.92,2.64,5.28
174,Home,2.9,1.45,2.175
175,Beauty,13.950000000000001,4.65,9.3
175,Books,6.016923076923077,2.466,4.241461538461539
175,Clothing,,0.0,
176,Beauty,,0.0,
176,Books,,0.0,
176,Home,13.53,4.51,9.02
177,Beauty,10.64,3.546666666666667,7.093333333333334
177,Books,10.23,3.41,6.82
177,Clothing,13.5,4.5,9.0
177,Electronics,8.43,2.8099999999999996,5.619999999999999
177,Home,,0.0,
178,Beauty,6.340000000000001,2.2750000000000004,4.307500000000001
178,Books,9.04,4.52,6.779999999999999
178,Clothing,12.435,4.1450000000000005,8.290000000000001
178,Electronics,,0.0,
178,Home,8.4,3.83,6.115
179,Beauty,,0.0,
179,Books,7.17,2.39,4.78
179,Home,5.0841379310344825,2.41,3.7470689655172413
180,Books,7.794,2.983333333333333,5.3886666666666665
180,Clothing,9.352857142857143,3.568,6.460428571428571
180,Electronics,4.784166666666667,2.524,3.6540833333333333
180,Home,8.01,2.67,5.34
181,Beauty,4.26,1.6600000000000001,2.96
181,Books,9.02,4.51,6.765
181,Clothing,,0.0,
181,Home,9.69,3.23,6.46
182,Beauty,13.799999999999999,4.6,9.2
182,Books,7.199999999999999,2.4,4.8
182,Clothing,7.23,2.41,4.82
183,Beauty,8.19,2.73,5.46
183,Books,8.73,2.91,5.82
183,Clothing,,0.0,
183,Home,10.69,3.975,7.3325
184,Clothing,10.760000000000002,3.6933333333333334,7.2266666666666675
184,Electronics,9.48,4.74,7.11
185,Beauty,,0.0,
185,Books,,0.0,
185,Home,6.1499999999999995,2.05,4.1
186,Beauty,7.845555555555555,2.825714285714286,5.335634920634921
187,Beauty,6.779999999999999,2.26,4.52
187,Clothing,5.88,1.96,3.92
187,Home,4.901904761904762,2.442857142857143,3.6723809523809527
188,Beauty,,0.0,
188,Books,,0.0,
188,Clothing,6.226666666666667,3.2399999999999998,4.733333333333333
188,Electronics,,0.0,
188,Home,7.763333333333333,2.8049999999999997,5.284166666666666
189,Books,11.722857142857142,4.1675,7.945178571428571
189,Electronics,10.774999999999999,4.31,7.542499999999999
190,Beauty,7.795555555555556,3.62,5.707777777777778
190,Books,,0.0,
190,Clothing,7.485,3.0700000000000003,5.2775
190,Electronics,9.790000000000001,3.7325,6.76125
190,Home,,0.0,
191,Beauty,6.209999999999999,2.07,4.14
191,Books,,0.0,
191,Electronics,6.891333333333334,3.092941176470588,4.9921372549019605
192,Beauty,7.02,2.3400000000000003,4.68
192,Books,,0.0,
192,Clothing,6.650000000000001,3.0650000000000004,4.857500000000001
193,Beauty,,0.0,
193,Books,,0.0,
193,Clothing,,0.0,
193,Electronics,,0.0,
193,Home,4.68,1.56,3.12
194,Beauty,8.82,2.94,5.88
194,Clothing,,0.0,
